tile_id,source_image,source_site,source_split,component_idx,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,pixel_area,aspect_ratio,density,touches_left,touches_right,touches_top,touches_bottom,touches_boundary
Egyptian_06__tile_r0003_c0002,Egyptian_06.png,Egyptian,train,16,513,580,7,14,98,63,0.5,0.6429,False,False,False,False,False
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,1,0,0,192,348,66816,34634,0.552,0.5183,True,True,True,False,True
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,2,0,65,5,22,110,87,0.227,0.7909,True,False,False,False,True
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,3,18,77,6,9,54,29,0.667,0.537,False,False,False,False,False
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,4,26,131,10,26,260,186,0.385,0.7154,False,False,False,False,False
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,5,6,342,7,8,56,43,0.875,0.7679,False,False,False,False,False
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,6,0,425,2,10,20,15,0.2,0.75,True,False,False,False,True
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,7,99,459,50,49,2450,1190,1.02,0.4857,False,False,False,False,False
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,8,0,474,66,32,2112,1272,2.062,0.6023,True,False,False,False,True
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,9,0,514,20,11,220,155,1.818,0.7045,True,False,False,False,True
Egyptian_06__tile_r0003_c0003,Egyptian_06.png,Egyptian,train,10,1,580,7,14,98,63,0.5,0.6429,False,False,False,False,False
Egyptian_06__tile_r0004_c0002,Egyptian_06.png,Egyptian,train,1,487,0,45,13,585,347,3.462,0.5932,False,False,True,False,True
Egyptian_06__tile_r0004_c0002,Egyptian_06.png,Egyptian,train,2,480,16,20,27,540,381,0.741,0.7056,False,False,False,False,False
Egyptian_06__tile_r0004_c0002,Egyptian_06.png,Egyptian,train,3,410,40,18,29,522,296,0.621,0.567,False,False,False,False,False
Egyptian_06__tile_r0004_c0002,Egyptian_06.png,Egyptian,train,4,486,51,6,13,78,49,0.462,0.6282,False,False,False,False,False
Egyptian_06__tile_r0004_c0002,Egyptian_06.png,Egyptian,train,5,513,68,7,14,98,63,0.5,0.6429,False,False,False,False,False
Egyptian_06__tile_r0004_c0003,Egyptian_06.png,Egyptian,train,1,0,2,20,11,220,155,1.818,0.7045,True,False,False,False,True
Egyptian_06__tile_r0004_c0003,Egyptian_06.png,Egyptian,train,2,1,68,7,14,98,63,0.5,0.6429,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,1,499,257,12,12,144,117,1.0,0.8125,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,2,401,276,15,9,135,84,1.667,0.6222,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,3,528,308,8,12,96,63,0.667,0.6562,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,4,298,324,9,12,108,76,0.75,0.7037,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,5,490,331,17,13,221,161,1.308,0.7285,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,6,318,333,7,7,49,28,1.0,0.5714,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,7,452,351,53,38,2014,1078,1.395,0.5353,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,8,385,352,23,14,322,205,1.643,0.6366,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,9,400,362,37,41,1517,1049,0.902,0.6915,False,False,False,False,False
Egyptian_08__tile_r0000_c0000,Egyptian_08.png,Egyptian,train,10,398,489,116,151,17516,11287,0.768,0.6444,False,False,False,True,True
Egyptian_08__tile_r0000_c0001,Egyptian_08.png,Egyptian,train,1,16,308,8,12,96,63,0.667,0.6562,False,False,False,False,False
Egyptian_08__tile_r0000_c0001,Egyptian_08.png,Egyptian,train,2,0,531,2,5,10,7,0.4,0.7,True,False,False,False,True
Egyptian_08__tile_r0001_c0000,Egyptian_08.png,Egyptian,train,1,351,0,163,289,47107,20702,0.564,0.4395,False,False,True,False,True
Egyptian_08__tile_r0001_c0001,Egyptian_08.png,Egyptian,train,1,0,19,2,5,10,7,0.4,0.7,True,False,False,False,True
Egyptian_09__tile_r0000_c0002,Egyptian_09.png,Egyptian,train,1,486,432,152,208,31616,14601,0.731,0.4618,False,False,False,True,True
Egyptian_09__tile_r0000_c0002,Egyptian_09.png,Egyptian,train,2,462,539,6,21,126,98,0.286,0.7778,False,False,False,False,False
Egyptian_09__tile_r0000_c0002,Egyptian_09.png,Egyptian,train,3,480,599,21,20,420,213,1.05,0.5071,False,False,False,False,False
Egyptian_09__tile_r0000_c0003,Egyptian_09.png,Egyptian,train,1,0,432,126,208,26208,13996,0.606,0.534,True,False,False,True,True
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,1,437,0,193,240,46320,20315,0.804,0.4386,False,False,True,False,True
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,2,462,27,6,21,126,98,0.286,0.7778,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,3,480,87,21,20,420,213,1.05,0.5071,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,4,405,290,12,25,300,147,0.48,0.49,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,5,251,300,32,19,608,288,1.684,0.4737,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,6,420,330,6,11,66,51,0.545,0.7727,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,7,550,330,4,12,48,37,0.333,0.7708,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,8,528,345,22,36,792,269,0.611,0.3396,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,9,557,347,14,19,266,193,0.737,0.7256,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,10,427,357,73,30,2190,1174,2.433,0.5361,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,11,544,358,12,14,168,126,0.857,0.75,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,12,564,378,25,15,375,263,1.667,0.7013,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,13,432,390,15,24,360,261,0.625,0.725,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,14,379,418,13,14,182,89,0.929,0.489,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,15,551,464,15,9,135,84,1.667,0.6222,False,False,False,False,False
Egyptian_09__tile_r0001_c0002,Egyptian_09.png,Egyptian,train,16,439,475,7,10,70,47,0.7,0.6714,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,1,0,0,118,238,28084,13808,0.496,0.4917,True,False,True,False,True
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,2,38,330,4,12,48,37,0.333,0.7708,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,3,16,345,22,36,792,269,0.611,0.3396,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,4,45,347,14,19,266,193,0.737,0.7256,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,5,32,358,12,14,168,126,0.857,0.75,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,6,52,378,25,15,375,263,1.667,0.7013,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,7,164,411,9,9,81,53,1.0,0.6543,False,False,False,False,False
Egyptian_09__tile_r0001_c0003,Egyptian_09.png,Egyptian,train,8,39,464,15,9,135,84,1.667,0.6222,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,1,225,549,22,23,506,199,0.957,0.3933,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,2,324,572,10,11,110,71,0.909,0.6455,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,3,493,576,15,17,255,165,0.882,0.6471,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,4,493,605,9,10,90,72,0.9,0.8,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,5,303,615,22,17,374,230,1.294,0.615,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,6,156,625,11,11,121,81,1.0,0.6694,False,False,False,False,False
Egyptian_10__tile_r0000_c0000,Egyptian_10.png,Egyptian,train,7,313,635,43,5,215,165,8.6,0.7674,False,False,False,True,True
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,1,225,37,22,23,506,199,0.957,0.3933,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,2,324,60,10,11,110,71,0.909,0.6455,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,3,493,64,15,17,255,165,0.882,0.6471,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,4,493,93,9,10,90,72,0.9,0.8,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,5,303,103,22,17,374,230,1.294,0.615,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,6,156,113,11,11,121,81,1.0,0.6694,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,7,312,123,45,30,1350,985,1.5,0.7296,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,8,230,173,15,16,240,149,0.938,0.6208,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,9,269,178,24,23,552,395,1.043,0.7156,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,10,129,196,9,6,54,31,1.5,0.5741,False,False,False,False,False
Egyptian_10__tile_r0001_c0000,Egyptian_10.png,Egyptian,train,11,398,217,194,304,58976,20728,0.638,0.3515,False,False,False,False,False
Egyptian_10__tile_r0001_c0001,Egyptian_10.png,Egyptian,train,1,0,278,80,243,19440,8009,0.329,0.412,True,False,False,False,True
Egyptian_10__tile_r0002_c0000,Egyptian_10.png,Egyptian,train,1,551,0,41,9,369,277,4.556,0.7507,False,False,True,False,True
Egyptian_10__tile_r0002_c0001,Egyptian_10.png,Egyptian,train,1,39,0,41,9,369,277,4.556,0.7507,False,False,True,False,True
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,1,273,237,247,318,78546,28705,0.777,0.3655,False,False,False,False,False
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,2,630,581,10,19,190,114,0.526,0.6,False,True,False,False,True
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,3,537,596,5,6,30,22,0.833,0.7333,False,False,False,False,False
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,4,575,606,37,20,740,458,1.85,0.6189,False,False,False,False,False
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,5,528,623,8,6,48,39,1.333,0.8125,False,False,False,False,False
Egyptian_11__tile_r0000_c0002,Egyptian_11.png,Egyptian,train,6,608,626,23,14,322,183,1.643,0.5683,False,False,False,True,True
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,1,0,450,8,87,696,535,0.092,0.7687,True,False,False,False,True
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,2,118,576,36,26,936,555,1.385,0.5929,False,False,False,False,False
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,3,25,596,5,6,30,22,0.833,0.7333,False,False,False,False,False
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,4,63,606,37,20,740,458,1.85,0.6189,False,False,False,False,False
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,5,16,623,8,6,48,39,1.333,0.8125,False,False,False,False,False
Egyptian_11__tile_r0000_c0003,Egyptian_11.png,Egyptian,train,6,96,626,23,14,322,183,1.643,0.5683,False,False,False,True,True
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,1,415,0,104,43,4472,2931,2.419,0.6554,False,False,True,False,True
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,2,630,69,10,19,190,114,0.526,0.6,False,True,False,False,True
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,3,537,84,5,6,30,22,0.833,0.7333,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,4,575,94,37,20,740,458,1.85,0.6189,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,5,528,111,8,6,48,39,1.333,0.8125,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,6,608,114,23,15,345,184,1.533,0.5333,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,7,396,136,16,12,192,132,1.333,0.6875,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,8,555,150,6,10,60,42,0.6,0.7,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,9,398,156,21,28,588,350,0.75,0.5952,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,10,608,178,12,20,240,141,0.6,0.5875,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,11,339,189,18,13,234,171,1.385,0.7308,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,12,436,196,14,29,406,182,0.483,0.4483,False,False,False,False,False
Egyptian_11__tile_r0001_c0002,Egyptian_11.png,Egyptian,train,13,534,287,8,6,48,33,1.333,0.6875,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,1,0,0,7,25,175,150,0.28,0.8571,True,False,True,False,True
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,2,118,64,36,26,936,555,1.385,0.5929,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,3,25,84,5,6,30,22,0.833,0.7333,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,4,63,94,37,20,740,458,1.85,0.6189,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,5,16,111,8,6,48,39,1.333,0.8125,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,6,96,114,23,15,345,184,1.533,0.5333,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,7,43,150,6,10,60,42,0.6,0.7,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,8,96,178,12,20,240,141,0.6,0.5875,False,False,False,False,False
Egyptian_11__tile_r0001_c0003,Egyptian_11.png,Egyptian,train,9,22,287,8,6,48,33,1.333,0.6875,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,1,351,200,10,13,130,93,0.769,0.7154,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,2,484,220,11,22,242,133,0.5,0.5496,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,3,512,221,23,28,644,355,0.821,0.5512,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,4,533,247,6,10,60,50,0.6,0.8333,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,5,401,320,14,12,168,109,1.167,0.6488,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,6,355,350,8,9,72,40,0.889,0.5556,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,7,322,352,12,12,144,100,1.0,0.6944,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,8,419,355,28,19,532,268,1.474,0.5038,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,9,446,355,40,59,2360,1140,0.678,0.4831,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,10,461,426,41,29,1189,591,1.414,0.4971,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,11,339,439,11,9,99,74,1.222,0.7475,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,12,448,443,19,26,494,281,0.731,0.5688,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,13,498,460,12,20,240,108,0.6,0.45,False,False,False,False,False
Egyptian_12__tile_r0001_c0000,Egyptian_12.png,Egyptian,train,14,517,467,6,27,162,123,0.222,0.7593,False,False,False,False,False
Egyptian_12__tile_r0001_c0001,Egyptian_12.png,Egyptian,train,1,0,221,23,28,644,355,0.821,0.5512,True,False,False,False,True
Egyptian_12__tile_r0001_c0001,Egyptian_12.png,Egyptian,train,2,21,247,6,10,60,50,0.6,0.8333,False,False,False,False,False
Egyptian_12__tile_r0001_c0001,Egyptian_12.png,Egyptian,train,3,633,390,7,11,77,60,0.636,0.7792,False,True,False,False,True
Egyptian_12__tile_r0001_c0001,Egyptian_12.png,Egyptian,train,4,638,437,2,9,18,15,0.222,0.8333,False,True,False,False,True
Egyptian_12__tile_r0001_c0001,Egyptian_12.png,Egyptian,train,5,5,467,6,27,162,123,0.222,0.7593,False,False,False,False,False
Egyptian_12__tile_r0001_c0002,Egyptian_12.png,Egyptian,train,1,121,390,266,123,32718,12522,2.163,0.3827,False,False,False,False,False
Egyptian_12__tile_r0001_c0002,Egyptian_12.png,Egyptian,train,2,189,399,15,12,180,105,1.25,0.5833,False,False,False,False,False
Egyptian_12__tile_r0002_c0002,Egyptian_12.png,Egyptian,train,1,301,0,9,1,9,9,9.0,1.0,False,False,True,False,True
Egyptian_13__tile_r0000_c0000,Egyptian_13.png,Egyptian,train,1,478,256,111,68,7548,4141,1.632,0.5486,False,False,False,False,False
Egyptian_13__tile_r0000_c0001,Egyptian_13.png,Egyptian,train,1,0,256,77,68,5236,3363,1.132,0.6423,True,False,False,False,True
Egyptian_13__tile_r0000_c0001,Egyptian_13.png,Egyptian,train,2,629,293,11,66,726,550,0.167,0.7576,False,True,False,False,True
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,1,334,273,10,23,230,123,0.435,0.5348,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,2,356,281,14,23,322,145,0.609,0.4503,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,3,413,290,22,28,616,374,0.786,0.6071,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,4,117,293,145,102,14790,8031,1.422,0.543,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,5,366,295,51,48,2448,1158,1.062,0.473,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,6,553,316,7,11,77,57,0.636,0.7403,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,7,388,351,49,59,2891,1503,0.831,0.5199,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,8,441,387,21,24,504,303,0.875,0.6012,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,9,571,392,12,23,276,182,0.522,0.6594,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,10,541,405,8,10,80,49,0.8,0.6125,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,11,482,431,14,10,140,73,1.4,0.5214,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,12,449,452,12,9,108,62,1.333,0.5741,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,13,327,507,29,21,609,238,1.381,0.3908,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,14,386,513,16,19,304,128,0.842,0.4211,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,15,554,535,9,9,81,54,1.0,0.6667,False,False,False,False,False
Egyptian_13__tile_r0000_c0002,Egyptian_13.png,Egyptian,train,16,311,554,13,16,208,139,0.812,0.6683,False,False,False,False,False
Egyptian_13__tile_r0000_c0003,Egyptian_13.png,Egyptian,train,1,41,316,7,11,77,57,0.636,0.7403,False,False,False,False,False
Egyptian_13__tile_r0000_c0003,Egyptian_13.png,Egyptian,train,2,59,392,12,23,276,182,0.522,0.6594,False,False,False,False,False
Egyptian_13__tile_r0000_c0003,Egyptian_13.png,Egyptian,train,3,29,405,8,10,80,49,0.8,0.6125,False,False,False,False,False
Egyptian_13__tile_r0000_c0003,Egyptian_13.png,Egyptian,train,4,42,535,9,9,81,54,1.0,0.6667,False,False,False,False,False
Egyptian_13__tile_r0001_c0002,Egyptian_13.png,Egyptian,train,1,327,0,29,16,464,217,1.812,0.4677,False,False,True,False,True
Egyptian_13__tile_r0001_c0002,Egyptian_13.png,Egyptian,train,2,386,1,16,19,304,128,0.842,0.4211,False,False,False,False,False
Egyptian_13__tile_r0001_c0002,Egyptian_13.png,Egyptian,train,3,554,23,9,9,81,54,1.0,0.6667,False,False,False,False,False
Egyptian_13__tile_r0001_c0002,Egyptian_13.png,Egyptian,train,4,311,42,13,16,208,139,0.812,0.6683,False,False,False,False,False
Egyptian_13__tile_r0001_c0003,Egyptian_13.png,Egyptian,train,1,42,23,9,9,81,54,1.0,0.6667,False,False,False,False,False
Egyptian_14__tile_r0001_c0002,Egyptian_14.png,Egyptian,train,1,297,259,343,159,54537,19264,2.157,0.3532,False,True,False,False,True
Egyptian_14__tile_r0001_c0002,Egyptian_14.png,Egyptian,train,2,160,333,8,14,112,83,0.571,0.7411,False,False,False,False,False
Egyptian_14__tile_r0001_c0002,Egyptian_14.png,Egyptian,train,3,161,456,61,40,2440,1317,1.525,0.5398,False,False,False,False,False
Egyptian_14__tile_r0001_c0002,Egyptian_14.png,Egyptian,train,4,246,498,28,21,588,292,1.333,0.4966,False,False,False,False,False
Egyptian_14__tile_r0001_c0002,Egyptian_14.png,Egyptian,train,5,242,534,10,11,110,80,0.909,0.7273,False,False,False,False,False
Egyptian_14__tile_r0001_c0003,Egyptian_14.png,Egyptian,train,1,0,232,192,127,24384,11287,1.512,0.4629,True,True,False,False,True
Egyptian_14__tile_r0002_c0002,Egyptian_14.png,Egyptian,train,1,246,0,21,7,147,91,3.0,0.619,False,False,True,False,True
Egyptian_14__tile_r0002_c0002,Egyptian_14.png,Egyptian,train,2,242,22,10,11,110,80,0.909,0.7273,False,False,False,False,False
Egyptian_15__tile_r0000_c0000,Egyptian_15.png,Egyptian,train,1,221,340,344,186,63984,19893,1.849,0.3109,False,False,False,False,False
Egyptian_15__tile_r0000_c0001,Egyptian_15.png,Egyptian,train,1,0,340,53,86,4558,3066,0.616,0.6727,True,False,False,False,True
Egyptian_15__tile_r0000_c0002,Egyptian_15.png,Egyptian,train,1,202,214,15,15,225,95,1.0,0.4222,False,False,False,False,False
Egyptian_15__tile_r0000_c0002,Egyptian_15.png,Egyptian,train,2,198,238,5,8,40,32,0.625,0.8,False,False,False,False,False
Egyptian_15__tile_r0000_c0002,Egyptian_15.png,Egyptian,train,3,173,419,8,14,112,88,0.571,0.7857,False,False,False,False,False
Egyptian_15__tile_r0000_c0002,Egyptian_15.png,Egyptian,train,4,163,420,8,12,96,55,0.667,0.5729,False,False,False,False,False
Egyptian_15__tile_r0001_c0000,Egyptian_15.png,Egyptian,train,1,221,0,39,14,546,473,2.786,0.8663,False,False,True,False,True
Grecian_01__tile_r0000_c0002,Grecian_01.png,Grecian,train,1,449,471,191,169,32279,18056,1.13,0.5594,False,True,False,True,True
Grecian_01__tile_r0000_c0003,Grecian_01.png,Grecian,train,1,0,445,192,195,37440,22856,0.985,0.6105,True,True,False,True,True
Grecian_01__tile_r0001_c0002,Grecian_01.png,Grecian,train,1,449,0,191,137,26167,16266,1.394,0.6216,False,True,True,False,True
Grecian_01__tile_r0001_c0003,Grecian_01.png,Grecian,train,1,0,0,192,137,26304,17600,1.401,0.6691,True,True,True,False,True
Grecian_02__tile_r0000_c0000,Grecian_02.png,Grecian,train,1,176,423,464,217,100688,38627,2.138,0.3836,False,True,False,True,True
Grecian_02__tile_r0000_c0001,Grecian_02.png,Grecian,train,1,0,423,154,139,21406,11093,1.108,0.5182,True,False,False,False,True
Grecian_02__tile_r0001_c0000,Grecian_02.png,Grecian,train,1,118,0,492,197,96924,33556,2.497,0.3462,False,False,True,False,True
Grecian_02__tile_r0001_c0000,Grecian_02.png,Grecian,train,2,321,249,34,21,714,532,1.619,0.7451,False,False,False,False,False
Grecian_02__tile_r0001_c0000,Grecian_02.png,Grecian,train,3,260,288,52,61,3172,1880,0.852,0.5927,False,False,False,False,False
Grecian_02__tile_r0001_c0001,Grecian_02.png,Grecian,train,1,0,0,98,50,4900,2912,1.96,0.5943,True,False,True,False,True
Grecian_03__tile_r0000_c0000,Grecian_03.png,Grecian,train,1,552,513,88,127,11176,5321,0.693,0.4761,False,True,False,True,True
Grecian_03__tile_r0000_c0001,Grecian_03.png,Grecian,train,1,595,236,43,49,2107,1418,0.878,0.673,False,False,False,False,False
Grecian_03__tile_r0000_c0001,Grecian_03.png,Grecian,train,2,551,285,32,26,832,543,1.231,0.6526,False,False,False,False,False
Grecian_03__tile_r0000_c0001,Grecian_03.png,Grecian,train,3,507,412,133,141,18753,8859,0.943,0.4724,False,True,False,False,True
Grecian_03__tile_r0000_c0001,Grecian_03.png,Grecian,train,4,40,486,143,154,22022,10331,0.929,0.4691,False,False,False,True,True
Grecian_03__tile_r0000_c0002,Grecian_03.png,Grecian,train,1,83,236,43,49,2107,1418,0.878,0.673,False,False,False,False,False
Grecian_03__tile_r0000_c0002,Grecian_03.png,Grecian,train,2,39,285,32,26,832,543,1.231,0.6526,False,False,False,False,False
Grecian_03__tile_r0000_c0002,Grecian_03.png,Grecian,train,3,216,375,35,36,1260,764,0.972,0.6063,False,False,False,False,False
