component_id,filename,split,x,y,bbox_width,bbox_height,bbox_area,pixel_area,aspect_ratio
train_Egyptian_08.png_comp_007,Egyptian_08.png,train,452,351,53,38,2014,1078,1.395
train_Egyptian_08.png_comp_008,Egyptian_08.png,train,385,352,23,14,322,205,1.643
train_Egyptian_08.png_comp_009,Egyptian_08.png,train,400,362,37,41,1517,1049,0.902
train_Egyptian_08.png_comp_010,Egyptian_08.png,train,351,489,163,312,50856,21864,0.522
train_Egyptian_09.png_comp_001,Egyptian_09.png,train,1461,432,201,320,64320,24474,0.628
train_Egyptian_09.png_comp_002,Egyptian_09.png,train,1486,539,6,21,126,98,0.286
train_Egyptian_09.png_comp_003,Egyptian_09.png,train,1504,599,21,20,420,213,1.05
train_Egyptian_09.png_comp_004,Egyptian_09.png,train,1429,802,12,25,300,147,0.48
train_Egyptian_09.png_comp_005,Egyptian_09.png,train,1275,812,32,19,608,288,1.684
train_Egyptian_09.png_comp_006,Egyptian_09.png,train,1444,842,6,11,66,51,0.545
train_Egyptian_09.png_comp_007,Egyptian_09.png,train,1574,842,4,12,48,37,0.333
train_Egyptian_09.png_comp_008,Egyptian_09.png,train,1552,857,22,36,792,269,0.611
train_Egyptian_09.png_comp_009,Egyptian_09.png,train,1581,859,14,19,266,193,0.737
train_Egyptian_09.png_comp_010,Egyptian_09.png,train,1451,869,73,30,2190,1174,2.433
train_Egyptian_09.png_comp_011,Egyptian_09.png,train,1568,870,12,14,168,126,0.857
train_Egyptian_09.png_comp_012,Egyptian_09.png,train,1588,890,25,15,375,263,1.667
train_Egyptian_09.png_comp_013,Egyptian_09.png,train,1456,902,15,24,360,261,0.625
train_Egyptian_09.png_comp_014,Egyptian_09.png,train,1700,923,9,9,81,53,1.0
train_Egyptian_09.png_comp_015,Egyptian_09.png,train,1403,930,13,14,182,89,0.929
train_Egyptian_09.png_comp_016,Egyptian_09.png,train,1575,976,15,9,135,84,1.667
train_Egyptian_09.png_comp_017,Egyptian_09.png,train,1463,987,7,10,70,47,0.7
train_Egyptian_10.png_comp_001,Egyptian_10.png,train,225,549,22,23,506,199,0.957
train_Egyptian_10.png_comp_002,Egyptian_10.png,train,324,572,10,11,110,71,0.909
train_Egyptian_10.png_comp_003,Egyptian_10.png,train,493,576,15,17,255,165,0.882
train_Egyptian_10.png_comp_004,Egyptian_10.png,train,493,605,9,10,90,72,0.9
train_Egyptian_10.png_comp_005,Egyptian_10.png,train,303,615,22,17,374,230,1.294
train_Egyptian_10.png_comp_006,Egyptian_10.png,train,156,625,11,11,121,81,1.0
train_Egyptian_10.png_comp_007,Egyptian_10.png,train,312,635,45,30,1350,985,1.5
train_Egyptian_10.png_comp_008,Egyptian_10.png,train,230,685,15,16,240,149,0.938
train_Egyptian_10.png_comp_009,Egyptian_10.png,train,269,690,24,23,552,395,1.043
train_Egyptian_10.png_comp_010,Egyptian_10.png,train,129,708,9,6,54,31,1.5
train_Egyptian_10.png_comp_011,Egyptian_10.png,train,398,729,194,304,58976,20728,0.638
train_Egyptian_11.png_comp_001,Egyptian_11.png,train,1297,237,247,318,78546,28705,0.777
train_Egyptian_11.png_comp_002,Egyptian_11.png,train,1654,576,36,26,936,555,1.385
train_Egyptian_11.png_comp_003,Egyptian_11.png,train,1561,596,5,6,30,22,0.833
train_Egyptian_11.png_comp_004,Egyptian_11.png,train,1599,606,37,20,740,458,1.85
train_Egyptian_11.png_comp_005,Egyptian_11.png,train,1552,623,8,6,48,39,1.333
train_Egyptian_11.png_comp_006,Egyptian_11.png,train,1632,626,23,15,345,184,1.533
train_Egyptian_11.png_comp_007,Egyptian_11.png,train,1420,648,16,12,192,132,1.333
train_Egyptian_11.png_comp_008,Egyptian_11.png,train,1579,662,6,10,60,42,0.6
train_Egyptian_11.png_comp_009,Egyptian_11.png,train,1422,668,21,28,588,350,0.75
train_Egyptian_11.png_comp_010,Egyptian_11.png,train,1632,690,12,20,240,141,0.6
train_Egyptian_11.png_comp_011,Egyptian_11.png,train,1363,701,18,13,234,171,1.385
train_Egyptian_11.png_comp_012,Egyptian_11.png,train,1460,708,14,29,406,182,0.483
train_Egyptian_11.png_comp_013,Egyptian_11.png,train,1558,799,8,6,48,33,1.333
train_Egyptian_12.png_comp_001,Egyptian_12.png,train,351,712,10,13,130,93,0.769
train_Egyptian_12.png_comp_002,Egyptian_12.png,train,484,732,11,22,242,133,0.5
train_Egyptian_12.png_comp_003,Egyptian_12.png,train,512,733,23,28,644,355,0.821
train_Egyptian_12.png_comp_004,Egyptian_12.png,train,533,759,6,10,60,50,0.6
train_Egyptian_12.png_comp_005,Egyptian_12.png,train,401,832,14,12,168,109,1.167
train_Egyptian_12.png_comp_006,Egyptian_12.png,train,355,862,8,9,72,40,0.889
train_Egyptian_12.png_comp_007,Egyptian_12.png,train,322,864,12,12,144,100,1.0
train_Egyptian_12.png_comp_008,Egyptian_12.png,train,419,867,28,19,532,268,1.474
train_Egyptian_12.png_comp_009,Egyptian_12.png,train,446,867,40,59,2360,1140,0.678
train_Egyptian_12.png_comp_010,Egyptian_12.png,train,1145,902,266,123,32718,12522,2.163
train_Egyptian_12.png_comp_011,Egyptian_12.png,train,1213,911,15,12,180,105,1.25
train_Egyptian_12.png_comp_012,Egyptian_12.png,train,461,938,41,29,1189,591,1.414
train_Egyptian_12.png_comp_013,Egyptian_12.png,train,339,951,11,9,99,74,1.222
train_Egyptian_12.png_comp_014,Egyptian_12.png,train,448,955,19,26,494,281,0.731
train_Egyptian_12.png_comp_015,Egyptian_12.png,train,498,972,12,20,240,108,0.6
train_Egyptian_12.png_comp_016,Egyptian_12.png,train,517,979,6,27,162,123,0.222
train_Egyptian_13.png_comp_001,Egyptian_13.png,train,478,256,111,68,7548,4141,1.632
train_Egyptian_13.png_comp_002,Egyptian_13.png,train,1358,273,10,23,230,123,0.435
train_Egyptian_13.png_comp_003,Egyptian_13.png,train,1380,281,14,23,322,145,0.609
train_Egyptian_13.png_comp_004,Egyptian_13.png,train,1437,290,22,28,616,374,0.786
train_Egyptian_13.png_comp_005,Egyptian_13.png,train,1141,293,145,102,14790,8031,1.422
train_Egyptian_13.png_comp_006,Egyptian_13.png,train,1390,295,51,48,2448,1158,1.062
train_Egyptian_13.png_comp_007,Egyptian_13.png,train,1577,316,7,11,77,57,0.636
train_Egyptian_13.png_comp_008,Egyptian_13.png,train,1412,351,49,59,2891,1503,0.831
train_Egyptian_13.png_comp_009,Egyptian_13.png,train,1465,387,21,24,504,303,0.875
train_Egyptian_13.png_comp_010,Egyptian_13.png,train,1595,392,12,23,276,182,0.522
train_Egyptian_13.png_comp_011,Egyptian_13.png,train,1565,405,8,10,80,49,0.8
train_Egyptian_13.png_comp_012,Egyptian_13.png,train,1506,431,14,10,140,73,1.4
train_Egyptian_13.png_comp_013,Egyptian_13.png,train,1473,452,12,9,108,62,1.333
train_Egyptian_13.png_comp_014,Egyptian_13.png,train,1351,507,29,21,609,238,1.381
train_Egyptian_13.png_comp_015,Egyptian_13.png,train,1410,513,16,19,304,128,0.842
train_Egyptian_13.png_comp_016,Egyptian_13.png,train,1578,535,9,9,81,54,1.0
train_Egyptian_13.png_comp_017,Egyptian_13.png,train,1335,554,13,16,208,139,0.812
train_Egyptian_14.png_comp_001,Egyptian_14.png,train,1321,744,407,186,75702,22817,2.188
train_Egyptian_14.png_comp_002,Egyptian_14.png,train,1184,845,8,14,112,83,0.571
train_Egyptian_14.png_comp_003,Egyptian_14.png,train,1185,968,61,40,2440,1317,1.525
train_Egyptian_14.png_comp_004,Egyptian_14.png,train,1270,1010,28,21,588,292,1.333
train_Egyptian_14.png_comp_005,Egyptian_14.png,train,1266,1046,10,11,110,80,0.909
train_Egyptian_15.png_comp_001,Egyptian_15.png,train,1226,214,15,15,225,95,1.0
train_Egyptian_15.png_comp_002,Egyptian_15.png,train,1222,238,5,8,40,32,0.625
train_Egyptian_15.png_comp_003,Egyptian_15.png,train,221,340,344,186,63984,19893,1.849
train_Egyptian_15.png_comp_004,Egyptian_15.png,train,1197,419,8,14,112,88,0.571
train_Egyptian_15.png_comp_005,Egyptian_15.png,train,1187,420,8,12,96,55,0.667
train_Grecian_01.png_comp_001,Grecian_01.png,train,1473,445,255,204,52020,26238,1.25
train_Grecian_02.png_comp_001,Grecian_02.png,train,118,423,548,286,156728,44612,1.916
train_Grecian_02.png_comp_002,Grecian_02.png,train,321,761,34,21,714,532,1.619
train_Grecian_02.png_comp_003,Grecian_02.png,train,260,800,52,61,3172,1880,0.852
train_Grecian_03.png_comp_001,Grecian_03.png,train,1107,236,43,49,2107,1418,0.878
train_Grecian_03.png_comp_002,Grecian_03.png,train,1063,285,32,26,832,543,1.231
train_Grecian_03.png_comp_003,Grecian_03.png,train,1240,375,35,36,1260,764,0.972
train_Grecian_03.png_comp_004,Grecian_03.png,train,1019,395,224,158,35392,14162,1.418
train_Grecian_03.png_comp_005,Grecian_03.png,train,552,486,143,164,23452,10468,0.872
train_Grecian_04.png_comp_001,Grecian_04.png,train,1023,418,529,262,138598,50460,2.019
train_Heart_Failure_02.png_comp_001,Heart_Failure_02.png,train,689,643,32,93,2976,1955,0.344
train_Heart_Failure_03.png_comp_001,Heart_Failure_03.png,train,705,124,39,95,3705,1755,0.411
train_Heart_Failure_03.png_comp_002,Heart_Failure_03.png,train,727,264,15,44,660,238,0.341
train_Heart_Failure_03.png_comp_003,Heart_Failure_03.png,train,905,289,10,37,370,195,0.27
train_Heart_Failure_03.png_comp_004,Heart_Failure_03.png,train,925,351,42,69,2898,1857,0.609
train_Heart_Failure_03.png_comp_005,Heart_Failure_03.png,train,713,380,90,29,2610,1530,3.103
train_Heart_Failure_03.png_comp_006,Heart_Failure_03.png,train,687,399,143,110,15730,5935,1.3
train_Heart_Failure_03.png_comp_007,Heart_Failure_03.png,train,899,418,104,52,5408,2927,2.0
train_Heart_Failure_07.png_comp_001,Heart_Failure_07.png,train,680,244,35,20,700,269,1.75
train_Heart_Failure_07.png_comp_002,Heart_Failure_07.png,train,591,396,36,52,1872,607,0.692
train_Heart_Failure_07.png_comp_003,Heart_Failure_07.png,train,490,673,314,49,15386,9783,6.408
train_Heart_Failure_08.png_comp_001,Heart_Failure_08.png,train,763,539,25,32,800,189,0.781
train_Heart_Failure_08.png_comp_002,Heart_Failure_08.png,train,1092,855,31,43,1333,342,0.721
train_Heart_Failure_08.png_comp_003,Heart_Failure_08.png,train,1266,864,296,235,69560,10391,1.26
train_Heart_Failure_08.png_comp_004,Heart_Failure_08.png,train,959,939,51,17,867,222,3.0
train_Heart_Failure_08.png_comp_005,Heart_Failure_08.png,train,933,1182,125,23,2875,621,5.435
train_Heart_Failure_08.png_comp_006,Heart_Failure_08.png,train,429,1195,314,63,19782,15428,4.984
train_Heart_Failure_08.png_comp_007,Heart_Failure_08.png,train,735,1354,8,23,184,91,0.348
train_Heart_Failure_08.png_comp_008,Heart_Failure_08.png,train,610,1479,43,57,2451,559,0.754
train_Heart_Failure_09.png_comp_001,Heart_Failure_09.png,train,730,689,22,94,2068,909,0.234
train_Heart_Failure_09.png_comp_002,Heart_Failure_09.png,train,754,731,57,71,4047,2035,0.803
train_Heart_Failure_09.png_comp_003,Heart_Failure_09.png,train,710,793,43,64,2752,501,0.672
train_Heart_Failure_09.png_comp_004,Heart_Failure_09.png,train,534,819,9,55,495,410,0.164
train_Heart_Failure_09.png_comp_005,Heart_Failure_09.png,train,620,825,188,91,17108,2739,2.066
train_Heart_Failure_09.png_comp_006,Heart_Failure_09.png,train,602,840,46,25,1150,401,1.84
train_Heart_Failure_09.png_comp_007,Heart_Failure_09.png,train,546,861,188,259,48692,10998,0.726
train_Heart_Failure_09.png_comp_008,Heart_Failure_09.png,train,647,889,53,70,3710,1046,0.757
train_Heart_Failure_09.png_comp_009,Heart_Failure_09.png,train,715,939,44,65,2860,945,0.677
train_Heart_Failure_09.png_comp_010,Heart_Failure_09.png,train,936,989,50,34,1700,373,1.471
train_Heart_Failure_09.png_comp_011,Heart_Failure_09.png,train,663,1056,20,41,820,356,0.488
train_Heart_Failure_10.png_comp_001,Heart_Failure_10.png,train,489,858,159,92,14628,4906,1.728
train_Heart_Failure_10.png_comp_002,Heart_Failure_10.png,train,567,943,91,104,9464,2170,0.875
train_Heart_Failure_10.png_comp_003,Heart_Failure_10.png,train,617,1055,174,197,34278,14963,0.883
train_Heart_Failure_10.png_comp_004,Heart_Failure_10.png,train,776,1203,27,66,1782,683,0.409
train_Heart_Failure_10.png_comp_005,Heart_Failure_10.png,train,743,1240,26,33,858,485,0.788
train_Heart_Failure_10.png_comp_006,Heart_Failure_10.png,train,783,1269,19,20,380,124,0.95
train_Heart_Failure_10.png_comp_007,Heart_Failure_10.png,train,647,1285,33,44,1452,333,0.75
train_Isaac_M_Scott_01.png_comp_001,Isaac_M_Scott_01.png,train,1035,988,693,191,132363,97337,3.628
train_Isaac_M_Scott_02.png_comp_001,Isaac_M_Scott_02.png,train,481,1076,203,72,14616,11277,2.819
train_Isaac_M_Scott_02.png_comp_002,Isaac_M_Scott_02.png,train,1043,1085,497,74,36778,26740,6.716
train_Isaac_M_Scott_02.png_comp_003,Isaac_M_Scott_02.png,train,1406,1162,25,18,450,161,1.389
train_Isaac_M_Scott_03.png_comp_001,Isaac_M_Scott_03.png,train,0,1051,510,97,49470,37778,5.258
train_Isaac_M_Scott_05.png_comp_001,Isaac_M_Scott_05.png,train,1119,292,167,599,100033,51476,0.279
train_Isaac_M_Scott_06.png_comp_001,Isaac_M_Scott_06.png,train,1196,567,130,587,76310,51703,0.221
train_Montana_01.png_comp_001,Montana_01.png,train,331,728,22,27,594,269,0.815
train_Montana_01.png_comp_002,Montana_01.png,train,1,751,590,578,341020,193410,1.021
train_Montana_01.png_comp_003,Montana_01.png,train,1153,974,575,596,342700,193963,0.965
train_Montana_01.png_comp_004,Montana_01.png,train,1298,1517,62,17,1054,400,3.647
train_Montana_01.png_comp_005,Montana_01.png,train,1271,1531,92,22,2024,574,4.182
train_Montana_02.png_comp_001,Montana_02.png,train,904,1319,822,699,574578,296873,1.176
train_Montana_02.png_comp_002,Montana_02.png,train,1511,1330,72,19,1368,607,3.789
train_Montana_02.png_comp_003,Montana_02.png,train,1520,1341,134,30,4020,1085,4.467
train_Montana_03.png_comp_001,Montana_03.png,train,1166,974,562,461,259082,176669,1.219
train_Montana_03.png_comp_002,Montana_03.png,train,1,1102,574,533,305942,187801,1.077
train_Montana_03.png_comp_003,Montana_03.png,train,1464,1406,108,70,7560,1621,1.543
train_Montana_04.png_comp_001,Montana_04.png,train,1610,1040,49,24,1176,464,2.042
train_Montana_04.png_comp_002,Montana_04.png,train,1301,1211,79,74,5846,1207,1.068
train_Montana_04.png_comp_003,Montana_04.png,train,1210,1242,518,482,249676,179684,1.075
train_Montana_05.png_comp_001,Montana_05.png,train,1442,900,50,31,1550,701,1.613
train_Montana_05.png_comp_002,Montana_05.png,train,1160,936,568,1066,605488,232591,0.533
train_Montana_05.png_comp_003,Montana_05.png,train,1701,1338,27,83,2241,665,0.325
train_Montana_05.png_comp_004,Montana_05.png,train,222,1401,435,863,375405,142955,0.504
train_Montana_05.png_comp_005,Montana_05.png,train,206,1794,35,27,945,659,1.296
train_Montana_05.png_comp_006,Montana_05.png,train,309,2244,174,103,17922,3098,1.689
train_Montana_06.png_comp_001,Montana_06.png,train,906,481,356,878,312568,159109,0.405
train_Montana_06.png_comp_002,Montana_06.png,train,1243,763,485,1066,517010,297108,0.455
train_Montana_07.png_comp_001,Montana_07.png,train,1403,1018,24,21,504,364,1.143
train_Montana_07.png_comp_002,Montana_07.png,train,1196,1059,532,1138,605416,326541,0.467
train_Montana_07.png_comp_003,Montana_07.png,train,1540,1063,39,47,1833,823,0.83
train_Montana_07.png_comp_004,Montana_07.png,train,864,1589,457,799,365143,172748,0.572
train_Montana_07.png_comp_005,Montana_07.png,train,1514,2107,42,28,1176,635,1.5
train_Montana_08.png_comp_001,Montana_08.png,train,386,312,179,454,81266,27664,0.394
train_Montana_08.png_comp_002,Montana_08.png,train,1109,370,619,1321,817699,397206,0.469
train_Montana_08.png_comp_003,Montana_08.png,train,1493,572,39,21,819,507,1.857
train_Montana_08.png_comp_004,Montana_08.png,train,1387,1551,54,59,3186,1900,0.915
train_Montana_08.png_comp_005,Montana_08.png,train,1482,1629,19,31,589,274,0.613
train_Montana_08.png_comp_006,Montana_08.png,train,1440,1642,26,47,1222,595,0.553
train_Montana_08.png_comp_007,Montana_08.png,train,1583,1719,22,21,462,245,1.048
train_Near_Shore_01.png_comp_001,Near_Shore_01.png,train,1525,2172,202,213,43026,14094,0.948
train_Near_Shore_02.png_comp_001,Near_Shore_02.png,train,169,835,32,48,1536,1035,0.667
train_Near_Shore_02.png_comp_002,Near_Shore_02.png,train,157,967,304,842,255968,100353,0.361
train_Near_Shore_02.png_comp_003,Near_Shore_02.png,train,2,1086,120,634,76080,50687,0.189
train_Near_Shore_02.png_comp_004,Near_Shore_02.png,train,389,1306,128,505,64640,31945,0.253
train_Near_Shore_02.png_comp_005,Near_Shore_02.png,train,1145,7049,299,206,61594,10935,1.451
train_Near_Shore_02.png_comp_006,Near_Shore_02.png,train,1145,7190,243,125,30375,4174,1.944
train_Near_Shore_02.png_comp_007,Near_Shore_02.png,train,1333,7223,9,8,72,46,1.125
train_Near_Shore_02.png_comp_008,Near_Shore_02.png,train,1326,7227,13,11,143,79,1.182
train_Near_Shore_02.png_comp_009,Near_Shore_02.png,train,1357,7239,12,17,204,132,0.706
train_Near_Shore_02.png_comp_010,Near_Shore_02.png,train,1185,7334,22,18,396,176,1.222
train_Near_Shore_02.png_comp_011,Near_Shore_02.png,train,1195,7334,42,29,1218,359,1.448
train_Near_Shore_02.png_comp_012,Near_Shore_02.png,train,1160,7366,18,15,270,141,1.2
train_Near_Shore_02.png_comp_013,Near_Shore_02.png,train,1360,7433,22,25,550,165,0.88
train_Near_Shore_02.png_comp_014,Near_Shore_02.png,train,946,7462,94,58,5452,1728,1.621
train_Near_Shore_02.png_comp_015,Near_Shore_02.png,train,512,7508,16,12,192,99,1.333
train_Near_Shore_02.png_comp_016,Near_Shore_02.png,train,407,7563,86,87,7482,3409,0.989
train_Near_Shore_02.png_comp_017,Near_Shore_02.png,train,477,7651,64,41,2624,1225,1.561
train_Near_Shore_02.png_comp_018,Near_Shore_02.png,train,565,7653,13,12,156,79,1.083
train_Near_Shore_02.png_comp_019,Near_Shore_02.png,train,683,7774,29,36,1044,342,0.806
train_Near_Shore_02.png_comp_020,Near_Shore_02.png,train,187,8509,46,38,1748,544,1.211
train_Near_Shore_03.png_comp_001,Near_Shore_03.png,train,0,7806,27,260,7020,4617,0.104
train_Near_Shore_03.png_comp_002,Near_Shore_03.png,train,1305,8531,42,109,4578,2415,0.385
train_Near_Shore_04.png_comp_001,Near_Shore_04.png,train,120,481,160,91,14560,4718,1.758
train_Near_Shore_04.png_comp_002,Near_Shore_04.png,train,1619,661,49,92,4508,2113,0.533
train_Near_Shore_04.png_comp_003,Near_Shore_04.png,train,1,2760,351,767,269217,142517,0.458
train_Near_Shore_04.png_comp_004,Near_Shore_04.png,train,1,3376,37,140,5180,3148,0.264
train_Near_Shore_04.png_comp_005,Near_Shore_04.png,train,148,3555,10,13,130,77,0.769
train_Near_Shore_04.png_comp_006,Near_Shore_04.png,train,1429,9056,12,68,816,645,0.176
train_Near_Shore_05.png_comp_001,Near_Shore_05.png,train,1,5741,539,887,478093,303994,0.608
train_Near_Shore_05.png_comp_002,Near_Shore_05.png,train,488,6139,30,107,3210,1263,0.28
train_Near_Shore_05.png_comp_003,Near_Shore_05.png,train,406,6843,33,51,1683,1221,0.647
train_Near_Shore_05.png_comp_004,Near_Shore_05.png,train,182,6852,5,17,85,69,0.294
train_Near_Shore_05.png_comp_005,Near_Shore_05.png,train,60,6943,154,61,9394,3583,2.525
train_Oscar_T_Flint_03.png_comp_001,Oscar_T_Flint_03.png,train,1286,1765,39,46,1794,381,0.848
train_Oscar_T_Flint_03.png_comp_002,Oscar_T_Flint_03.png,train,1438,1829,34,18,612,198,1.889
train_Oscar_T_Flint_03.png_comp_003,Oscar_T_Flint_03.png,train,1473,1844,17,7,119,70,2.429
train_Oscar_T_Flint_03.png_comp_004,Oscar_T_Flint_03.png,train,1425,1857,303,200,60600,37963,1.515
train_Oscar_T_Flint_03.png_comp_005,Oscar_T_Flint_03.png,train,1294,1891,98,56,5488,1088,1.75
train_Oscar_T_Flint_03.png_comp_006,Oscar_T_Flint_03.png,train,1618,2087,28,26,728,406,1.077
train_Oscar_T_Flint_03.png_comp_007,Oscar_T_Flint_03.png,train,1319,2113,43,22,946,469,1.955
train_Oscar_T_Flint_03.png_comp_008,Oscar_T_Flint_03.png,train,1479,2231,105,27,2835,871,3.889
train_Oscar_T_Flint_03.png_comp_009,Oscar_T_Flint_03.png,train,1533,2391,44,18,792,272,2.444
train_Oscar_T_Flint_04.png_comp_001,Oscar_T_Flint_04.png,train,507,1352,70,25,1750,454,2.8
train_Oscar_T_Flint_04.png_comp_002,Oscar_T_Flint_04.png,train,627,1446,62,30,1860,798,2.067
train_Oscar_T_Flint_04.png_comp_003,Oscar_T_Flint_04.png,train,595,1459,122,68,8296,1231,1.794
train_Oscar_T_Flint_04.png_comp_004,Oscar_T_Flint_04.png,train,234,1495,546,237,129402,61420,2.304
train_Oscar_T_Flint_04.png_comp_005,Oscar_T_Flint_04.png,train,516,1504,18,17,306,160,1.059
train_Oscar_T_Flint_04.png_comp_006,Oscar_T_Flint_04.png,train,1257,1523,16,15,240,179,1.067
train_Oscar_T_Flint_04.png_comp_007,Oscar_T_Flint_04.png,train,619,1540,75,29,2175,1085,2.586
train_Oscar_T_Flint_04.png_comp_008,Oscar_T_Flint_04.png,train,335,1619,76,50,3800,1901,1.52
train_Oscar_T_Flint_04.png_comp_009,Oscar_T_Flint_04.png,train,953,1635,221,175,38675,23584,1.263
train_Oscar_T_Flint_04.png_comp_010,Oscar_T_Flint_04.png,train,1051,1639,95,45,4275,2239,2.111
train_Oscar_T_Flint_04.png_comp_011,Oscar_T_Flint_04.png,train,437,1651,113,45,5085,2190,2.511
train_Oscar_T_Flint_04.png_comp_012,Oscar_T_Flint_04.png,train,550,1672,68,37,2516,1090,1.838
train_Oscar_T_Flint_04.png_comp_013,Oscar_T_Flint_04.png,train,1256,1679,114,58,6612,2312,1.966
train_Oscar_T_Flint_04.png_comp_014,Oscar_T_Flint_04.png,train,1227,1736,75,38,2850,1687,1.974
train_Oscar_T_Flint_04.png_comp_015,Oscar_T_Flint_04.png,train,1142,1775,50,23,1150,814,2.174
train_Oscar_T_Flint_04.png_comp_016,Oscar_T_Flint_04.png,train,1139,1813,17,9,153,94,1.889
train_Oscar_T_Flint_04.png_comp_017,Oscar_T_Flint_04.png,train,1154,1819,30,14,420,125,2.143
train_Oscar_T_Flint_04.png_comp_018,Oscar_T_Flint_04.png,train,341,3548,18,27,486,196,0.667
train_Oscar_T_Flint_04.png_comp_019,Oscar_T_Flint_04.png,train,533,3574,27,76,2052,574,0.355
train_Oscar_T_Flint_04.png_comp_020,Oscar_T_Flint_04.png,train,416,3592,7,21,147,104,0.333
train_Oscar_T_Flint_04.png_comp_021,Oscar_T_Flint_04.png,train,326,3712,18,24,432,251,0.75
train_Oscar_T_Flint_05.png_comp_001,Oscar_T_Flint_05.png,train,2,1500,556,293,162908,68992,1.898
train_Oscar_T_Flint_05.png_comp_002,Oscar_T_Flint_05.png,train,3,1717,120,72,8640,1384,1.667
train_Oscar_T_Flint_10.png_comp_001,Oscar_T_Flint_10.png,train,0,824,57,304,17328,9457,0.188
train_Oscar_T_Flint_10.png_comp_002,Oscar_T_Flint_10.png,train,122,842,27,26,702,233,1.038
train_Oscar_T_Flint_10.png_comp_003,Oscar_T_Flint_10.png,train,276,852,6,13,78,64,0.462
train_Oscar_T_Flint_10.png_comp_004,Oscar_T_Flint_10.png,train,392,866,14,17,238,84,0.824
train_Oscar_T_Flint_10.png_comp_005,Oscar_T_Flint_10.png,train,74,888,9,55,495,408,0.164
train_Oscar_T_Flint_10.png_comp_006,Oscar_T_Flint_10.png,train,57,1044,20,29,580,300,0.69
train_Oscar_T_Flint_10.png_comp_007,Oscar_T_Flint_10.png,train,36,1123,17,24,408,207,0.708
train_Oscar_T_Flint_10.png_comp_008,Oscar_T_Flint_10.png,train,165,1482,37,35,1295,358,1.057
train_Oscar_T_Flint_11.png_comp_001,Oscar_T_Flint_11.png,train,1232,763,16,32,512,335,0.5
train_Oscar_T_Flint_11.png_comp_002,Oscar_T_Flint_11.png,train,1168,765,67,27,1809,704,2.481
train_Oscar_T_Flint_11.png_comp_003,Oscar_T_Flint_11.png,train,1304,788,6,13,78,57,0.462
train_Oscar_T_Flint_11.png_comp_004,Oscar_T_Flint_11.png,train,1271,795,16,9,144,84,1.778
train_Oscar_T_Flint_11.png_comp_005,Oscar_T_Flint_11.png,train,1192,799,134,340,45560,27501,0.394
train_Oscar_T_Flint_11.png_comp_006,Oscar_T_Flint_11.png,train,1205,807,6,22,132,77,0.273
train_Oscar_T_Flint_11.png_comp_007,Oscar_T_Flint_11.png,train,1165,899,19,12,228,138,1.583
train_Oscar_T_Flint_11.png_comp_008,Oscar_T_Flint_11.png,train,1038,902,37,22,814,195,1.682
train_Oscar_T_Flint_11.png_comp_009,Oscar_T_Flint_11.png,train,1136,962,46,61,2806,581,0.754
train_Oscar_T_Flint_11.png_comp_010,Oscar_T_Flint_11.png,train,1200,965,16,27,432,223,0.593
train_Oscar_T_Flint_11.png_comp_011,Oscar_T_Flint_11.png,train,1095,1050,25,19,475,101,1.316
train_Oscar_T_Flint_11.png_comp_012,Oscar_T_Flint_11.png,train,1220,1071,21,15,315,136,1.4
train_Oscar_T_Flint_12.png_comp_001,Oscar_T_Flint_12.png,train,752,771,68,236,16048,8784,0.288
train_Oscar_T_Flint_12.png_comp_002,Oscar_T_Flint_12.png,train,927,810,14,14,196,112,1.0
train_Oscar_T_Flint_12.png_comp_003,Oscar_T_Flint_12.png,train,1027,814,29,18,522,114,1.611
train_Oscar_T_Flint_12.png_comp_004,Oscar_T_Flint_12.png,train,907,820,55,275,15125,8845,0.2
train_Oscar_T_Flint_12.png_comp_005,Oscar_T_Flint_12.png,train,989,876,41,58,2378,625,0.707
train_Oscar_T_Flint_12.png_comp_006,Oscar_T_Flint_12.png,train,956,896,20,35,700,380,0.571
train_Oscar_T_Flint_12.png_comp_007,Oscar_T_Flint_12.png,train,954,944,34,26,884,421,1.308
train_Oscar_T_Flint_12.png_comp_008,Oscar_T_Flint_12.png,train,1096,962,45,22,990,285,2.045
train_Oscar_T_Flint_12.png_comp_009,Oscar_T_Flint_12.png,train,969,1028,28,26,728,477,1.077
train_Oscar_T_Flint_12.png_comp_010,Oscar_T_Flint_12.png,train,955,1098,19,28,532,246,0.679
train_Oscar_T_Flint_12.png_comp_011,Oscar_T_Flint_12.png,train,1072,1457,41,25,1025,189,1.64
train_Oscar_T_Flint_13.png_comp_001,Oscar_T_Flint_13.png,train,260,723,31,30,930,618,1.033
train_Oscar_T_Flint_13.png_comp_002,Oscar_T_Flint_13.png,train,324,726,18,33,594,393,0.545
train_Oscar_T_Flint_13.png_comp_003,Oscar_T_Flint_13.png,train,310,751,147,350,51450,32239,0.42
train_Oscar_T_Flint_13.png_comp_004,Oscar_T_Flint_13.png,train,434,837,10,19,190,97,0.526
train_Oscar_T_Flint_14.png_comp_001,Oscar_T_Flint_14.png,train,1661,716,67,256,17152,9367,0.262
train_Oscar_T_Flint_14.png_comp_002,Oscar_T_Flint_14.png,train,1700,959,15,28,420,156,0.536
train_Oscar_T_Flint_14.png_comp_003,Oscar_T_Flint_14.png,train,1687,960,6,13,78,62,0.462
